Location,MinTemp,MaxTemp,Rainfall,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
2,13.4,22.9,0.6,13,44.0,13,14,20.0,24.0,71.0,22.0,1007.7,1007.1,16.9,21.8,0,0
2,7.4,25.1,0.0,14,44.0,6,15,4.0,22.0,44.0,25.0,1010.6,1007.8,17.2,24.3,0,0
2,12.9,25.7,0.0,15,46.0,13,15,19.0,26.0,38.0,30.0,1007.6,1008.7,21.0,23.2,0,0
2,9.2,28.0,0.0,4,24.0,9,0,11.0,9.0,45.0,16.0,1017.6,1012.8,18.1,26.5,0,0
2,17.5,32.3,1.0,13,41.0,1,7,7.0,20.0,82.0,33.0,1010.8,1006.0,17.8,29.7,0,0
2,14.6,29.7,0.2,14,56.0,13,13,19.0,24.0,55.0,23.0,1009.2,1005.4,20.6,28.9,0,0
2,14.3,25.0,0.0,13,50.0,12,13,20.0,24.0,49.0,19.0,1009.6,1008.2,18.1,24.6,0,0
2,7.7,26.7,0.0,13,35.0,10,13,6.0,17.0,48.0,19.0,1013.4,1010.1,16.3,25.5,0,0
2,9.7,31.9,0.0,6,80.0,9,7,7.0,28.0,42.0,9.0,1008.9,1003.6,18.3,30.2,0,1
2,13.1,30.1,1.4,13,28.0,8,10,15.0,11.0,58.0,27.0,1007.0,1005.7,20.1,28.2,1,0
2,13.4,30.4,0.0,3,30.0,10,2,17.0,6.0,48.0,22.0,1011.8,1008.7,20.4,28.8,0,1
2,15.9,21.7,2.2,5,31.0,4,1,15.0,13.0,89.0,91.0,1010.5,1004.2,15.9,17.0,1,1
2,15.9,18.6,15.6,13,61.0,6,6,28.0,28.0,76.0,93.0,994.3,993.0,17.4,15.8,1,1
2,12.6,21.0,3.6,12,44.0,13,11,24.0,20.0,65.0,43.0,1001.2,1001.8,15.8,19.8,1,0
2,9.8,27.7,0.0,14,50.0,9,14,13.0,22.0,50.0,28.0,1013.4,1010.3,17.3,26.2,0,0
2,14.1,20.9,0.0,1,22.0,11,0,11.0,9.0,69.0,82.0,1012.2,1010.4,17.2,18.1,0,1
2,13.5,22.9,16.8,13,63.0,3,14,6.0,20.0,80.0,65.0,1005.8,1002.2,18.0,21.5,1,1
2,11.2,22.5,10.6,10,43.0,15,12,24.0,17.0,47.0,32.0,1009.4,1009.7,15.5,21.0,1,0
2,9.8,25.6,0.0,10,26.0,9,6,17.0,6.0,45.0,26.0,1019.2,1017.1,15.8,23.2,0,0
2,11.5,29.3,0.0,8,24.0,9,9,9.0,9.0,56.0,28.0,1019.3,1014.8,19.1,27.3,0,0
2,17.1,33.0,0.0,4,43.0,4,3,17.0,22.0,38.0,28.0,1013.6,1008.1,24.5,31.6,0,0
2,20.5,31.8,0.0,14,41.0,13,13,19.0,20.0,54.0,24.0,1007.8,1005.7,23.8,30.8,0,0
2,15.3,30.9,0.0,3,33.0,2,7,6.0,13.0,55.0,23.0,1011.0,1008.2,20.9,29.0,0,0
2,12.6,32.4,0.0,13,43.0,0,13,4.0,19.0,49.0,17.0,1012.9,1010.1,21.5,31.2,0,0
2,16.2,33.9,0.0,15,35.0,9,15,9.0,13.0,45.0,19.0,1010.9,1007.6,23.2,33.0,0,0
2,16.9,33.0,0.0,15,57.0,9,13,0.0,26.0,41.0,28.0,1006.8,1003.6,26.6,31.2,0,0
2,20.1,32.7,0.0,14,48.0,3,14,13.0,30.0,56.0,15.0,1005.2,1001.7,24.6,32.1,0,0
2,19.7,27.2,0.0,14,46.0,7,15,19.0,30.0,49.0,22.0,1004.8,1004.2,21.6,26.1,0,1
2,12.5,24.2,1.2,14,50.0,15,12,11.0,22.0,78.0,70.0,1005.6,1003.4,12.5,18.2,1,0
2,12.0,24.4,0.8,13,39.0,14,14,17.0,17.0,48.0,28.0,1006.1,1005.1,16.9,22.7,0,0
2,11.3,26.5,0.0,14,56.0,13,14,19.0,31.0,46.0,26.0,1004.5,1003.2,19.7,25.7,0,0
2,9.6,23.9,0.0,13,41.0,15,11,19.0,11.0,44.0,22.0,1014.4,1013.1,14.9,22.1,0,0
2,10.5,28.8,0.0,10,26.0,10,0,11.0,7.0,43.0,22.0,1018.7,1014.8,17.1,26.5,0,0
2,12.3,34.6,0.0,14,37.0,10,7,6.0,17.0,41.0,12.0,1015.1,1010.3,20.7,33.9,0,0
2,12.9,35.8,0.0,14,41.0,1,7,6.0,26.0,41.0,9.0,1012.6,1009.2,22.4,34.4,0,0
2,13.7,37.9,0.0,13,52.0,9,14,4.0,26.0,33.0,8.0,1010.9,1006.7,23.1,36.8,0,0
2,16.1,38.9,0.0,13,57.0,0,13,6.0,30.0,34.0,12.0,1007.0,1002.7,25.2,38.4,0,0
2,14.0,28.3,0.0,13,48.0,13,15,17.0,24.0,43.0,15.0,1011.9,1010.9,17.9,27.6,0,0
2,12.5,28.4,0.0,4,37.0,10,8,20.0,9.0,38.0,16.0,1017.8,1013.7,17.2,26.6,0,0
2,16.9,32.0,0.0,8,31.0,10,3,13.0,17.0,52.0,31.0,1009.9,1006.8,22.8,30.0,0,0
2,17.3,34.7,0.0,12,35.0,9,15,7.0,15.0,48.0,16.0,1014.1,1012.1,24.2,33.2,0,0
2,17.2,37.7,0.0,6,35.0,9,7,7.0,17.0,51.0,19.0,1015.7,1010.9,24.3,35.7,0,0
2,17.4,43.0,0.0,7,39.0,10,11,7.0,17.0,40.0,8.0,1011.6,1006.9,25.6,41.5,0,0
2,19.8,32.7,0.0,14,44.0,13,13,20.0,28.0,34.0,28.0,1008.4,1009.2,27.6,27.1,0,0
2,14.9,26.7,0.0,12,56.0,15,12,20.0,31.0,46.0,20.0,1014.1,1012.7,18.0,25.5,0,0
2,10.5,28.4,0.0,9,33.0,9,12,19.0,11.0,35.0,16.0,1019.7,1017.4,16.0,25.8,0,0
2,11.3,32.2,0.0,14,28.0,1,11,17.0,15.0,34.0,17.0,1019.7,1016.2,20.9,30.5,0,0
2,13.9,36.6,0.0,14,39.0,10,5,2.0,15.0,39.0,10.0,1015.8,1010.6,22.0,34.4,0,0
2,18.6,39.9,0.0,6,61.0,10,14,9.0,20.0,36.0,21.0,1010.1,1004.8,26.8,37.7,0,0
2,19.3,38.1,0.8,6,61.0,4,15,15.0,17.0,48.0,17.0,1009.6,1005.9,27.3,36.1,0,0
2,24.4,34.0,0.6,7,98.0,3,6,26.0,48.0,60.0,39.0,1005.3,997.8,26.1,33.1,0,1
2,18.8,35.2,6.4,14,52.0,8,7,6.0,28.0,43.0,28.0,1007.9,1003.9,22.8,33.0,1,0
2,20.8,30.6,0.0,13,54.0,13,13,30.0,28.0,41.0,21.0,1005.4,1007.6,23.3,29.7,0,0
2,14.0,34.3,0.0,15,24.0,2,10,7.0,13.0,44.0,10.0,1016.5,1014.6,21.2,32.1,0,0
2,15.7,38.4,0.0,8,33.0,10,15,7.0,7.0,48.0,12.0,1017.7,1014.6,23.4,36.5,0,0
2,18.5,38.2,0.0,5,31.0,9,6,9.0,17.0,48.0,25.0,1017.8,1014.1,25.8,36.2,0,0
2,20.4,40.7,0.0,3,37.0,0,5,7.0,13.0,45.0,15.0,1014.9,1011.6,28.2,39.2,0,0
2,21.8,41.5,0.0,12,24.0,2,8,6.0,11.0,38.0,13.0,1015.7,1011.8,29.0,40.1,0,0
2,22.3,42.9,0.0,5,28.0,2,9,9.0,11.0,37.0,11.0,1014.6,1010.2,29.2,41.2,0,0
2,22.0,42.7,0.0,2,48.0,2,12,4.0,4.0,33.0,11.0,1014.2,1010.5,29.9,42.0,0,0
2,24.4,38.3,0.2,12,56.0,4,7,19.0,7.0,32.0,21.0,1011.7,1007.4,28.8,37.1,0,0
2,21.5,37.7,0.0,9,39.0,3,9,13.0,9.0,51.0,21.0,1009.2,1005.7,27.2,36.2,0,0
2,21.7,36.9,0.0,9,39.0,9,9,11.0,11.0,53.0,26.0,1008.8,1004.7,25.5,35.2,0,0
2,21.5,41.2,0.0,15,35.0,10,8,7.0,19.0,48.0,15.0,1005.9,1002.6,26.5,39.7,0,0
2,23.5,42.2,0.0,13,37.0,9,13,6.0,15.0,39.0,8.0,1008.0,1005.0,28.7,41.6,0,0
2,22.3,44.8,0.0,6,59.0,9,7,9.0,33.0,36.0,11.0,1008.2,1003.8,29.6,43.4,0,0
2,28.3,40.2,0.0,7,52.0,3,13,9.0,22.0,20.0,19.0,1007.0,1006.5,34.5,38.5,0,0
2,18.4,31.2,0.4,9,37.0,12,15,7.0,11.0,66.0,31.0,1009.3,1007.8,18.7,29.4,0,0
2,14.9,27.3,0.0,10,41.0,10,9,20.0,13.0,50.0,30.0,1011.6,1008.5,17.4,25.8,0,0
2,13.5,26.7,0.0,10,46.0,10,0,19.0,11.0,45.0,24.0,1012.8,1011.1,16.7,24.9,0,0
2,16.1,21.6,0.0,9,46.0,10,4,11.0,15.0,58.0,69.0,1017.0,1017.3,17.0,17.3,0,1
2,14.6,29.0,3.0,10,41.0,9,10,26.0,24.0,41.0,21.0,1023.3,1019.7,18.0,27.6,1,0
2,12.4,29.2,0.0,4,39.0,8,9,7.0,0.0,37.0,18.0,1022.5,1016.4,18.3,28.5,0,0
2,13.3,31.3,0.0,5,41.0,10,11,7.0,15.0,50.0,23.0,1016.2,1012.8,19.2,29.2,0,0
2,17.2,31.1,0.0,0,35.0,9,2,17.0,11.0,43.0,22.0,1017.7,1013.8,21.4,29.5,0,0
2,12.5,28.8,0.0,3,31.0,10,1,7.0,11.0,46.0,17.0,1017.2,1013.5,18.0,27.0,0,0
2,18.0,32.0,0.0,7,31.0,1,12,4.0,13.0,44.0,22.0,1012.4,1007.5,22.1,30.7,0,0
2,16.2,34.0,0.0,15,48.0,9,15,4.0,22.0,53.0,16.0,1007.8,1004.5,21.0,32.7,0,0
2,13.7,31.7,0.0,10,28.0,10,8,2.0,9.0,63.0,19.0,1012.5,1010.4,19.3,29.8,0,0
2,15.5,33.2,0.0,7,31.0,8,14,11.0,15.0,49.0,23.0,1015.6,1012.4,20.9,31.3,0,0
2,14.3,34.0,0.0,7,70.0,9,7,6.0,22.0,48.0,10.0,1013.0,1009.2,20.7,33.4,0,0
2,12.9,29.6,0.0,14,46.0,12,14,7.0,24.0,54.0,14.0,1014.0,1012.7,18.7,28.6,0,0
2,8.9,31.9,0.0,14,43.0,9,15,0.0,17.0,49.0,16.0,1016.6,1013.4,15.0,29.3,0,0
2,15.0,32.7,0.0,2,26.0,2,8,15.0,2.0,43.0,19.0,1017.8,1015.0,20.7,30.5,0,0
2,15.4,32.6,0.0,13,24.0,9,8,0.0,6.0,53.0,25.0,1016.2,1012.6,20.0,30.8,0,0
2,16.0,34.5,0.0,15,44.0,0,9,6.0,19.0,44.0,14.0,1007.5,1004.6,22.2,33.6,0,0
2,12.3,23.6,0.0,0,37.0,9,9,24.0,22.0,43.0,31.0,1018.4,1016.9,16.6,22.6,0,0
2,10.6,27.0,0.0,14,39.0,10,15,7.0,9.0,48.0,29.0,1022.0,1018.9,16.8,25.5,0,0
2,11.4,31.5,0.0,13,50.0,8,6,6.0,17.0,57.0,16.0,1019.2,1014.3,20.3,29.8,0,0
2,12.3,27.5,0.0,15,44.0,12,12,11.0,20.0,42.0,7.0,1015.9,1014.4,19.5,26.8,0,0
2,10.7,26.7,0.0,13,37.0,9,15,2.0,24.0,44.0,22.0,1015.1,1012.9,17.6,25.7,0,0
2,11.1,30.7,0.0,13,28.0,4,13,4.0,13.0,58.0,23.0,1015.9,1012.4,18.9,28.7,0,0
2,13.4,31.9,0.0,13,39.0,1,7,6.0,28.0,47.0,19.0,1012.3,1009.0,21.2,30.6,0,0
2,18.2,24.9,0.0,12,54.0,15,12,13.0,28.0,58.0,45.0,1006.9,1006.0,21.0,21.8,0,1
2,9.2,25.4,1.2,14,30.0,11,7,6.0,15.0,64.0,24.0,1011.6,1009.2,15.7,23.4,1,0
2,14.2,27.4,0.0,13,52.0,9,13,6.0,19.0,52.0,26.0,1008.9,1004.7,19.7,25.6,0,0
2,9.2,22.6,1.0,12,41.0,15,12,19.0,20.0,62.0,30.0,1016.9,1016.3,12.8,21.0,0,0
2,9.0,26.5,0.0,15,39.0,1,12,4.0,15.0,52.0,31.0,1019.2,1016.1,17.0,26.0,0,0
2,11.8,29.6,0.0,12,43.0,10,15,2.0,24.0,52.0,27.0,1017.6,1015.0,19.5,28.9,0,0
2,13.6,32.0,0.0,10,28.0,10,10,13.0,15.0,48.0,25.0,1018.7,1015.8,21.8,30.6,0,0
2,13.1,34.7,0.0,11,28.0,9,8,7.0,19.0,51.0,22.0,1019.4,1015.4,22.1,32.5,0,0
2,14.6,38.6,0.0,6,39.0,10,5,9.0,20.0,45.0,8.0,1017.0,1012.3,23.8,36.9,0,0
2,14.5,40.3,0.0,7,107.0,8,14,9.0,50.0,40.0,28.0,1008.9,1005.7,24.2,31.4,0,1
2,12.2,26.4,3.0,13,41.0,7,13,11.0,17.0,60.0,19.0,1015.0,1014.1,16.0,24.9,1,0
2,11.1,29.2,0.0,15,37.0,10,15,2.0,20.0,45.0,23.0,1016.2,1014.2,19.1,27.7,0,0
2,12.0,31.3,0.0,6,31.0,10,2,7.0,7.0,52.0,21.0,1018.1,1013.7,20.8,30.4,0,0
2,12.7,33.7,0.0,7,39.0,2,7,6.0,22.0,48.0,10.0,1013.5,1009.6,21.0,32.7,0,0
2,15.1,36.6,0.0,15,39.0,1,12,11.0,19.0,44.0,10.0,1010.9,1007.3,23.1,35.9,0,0
2,18.1,38.2,0.0,0,37.0,9,3,11.0,11.0,41.0,12.0,1012.4,1008.8,27.2,37.5,0,0
2,22.9,34.6,0.0,5,63.0,3,6,31.0,20.0,21.0,29.0,1006.5,1006.3,32.1,30.4,0,1
2,18.8,28.3,9.8,9,31.0,9,5,0.0,6.0,84.0,49.0,1009.8,1008.0,20.9,27.5,1,0
2,17.1,31.3,0.0,3,33.0,10,7,17.0,7.0,56.0,34.0,1014.7,1011.9,20.0,29.4,0,0
2,17.6,27.3,0.0,1,24.0,8,4,11.0,15.0,61.0,74.0,1016.3,1013.9,22.1,22.7,0,0
2,17.8,35.9,0.0,9,33.0,12,15,6.0,11.0,58.0,23.0,1015.2,1012.6,24.4,34.1,0,0
2,18.7,35.9,0.0,10,31.0,1,4,4.0,9.0,46.0,24.0,1020.0,1017.0,25.6,34.1,0,0
2,19.8,36.8,0.0,3,33.0,8,4,4.0,15.0,41.0,15.0,1022.0,1016.7,26.0,35.1,0,0
2,21.1,33.2,0.0,3,44.0,1,4,15.0,20.0,41.0,35.0,1016.8,1012.0,28.1,31.1,0,1
2,19.4,31.9,5.0,5,39.0,7,14,9.0,9.0,70.0,40.0,1012.2,1008.5,23.4,30.9,1,1
2,18.6,29.1,12.4,13,56.0,8,13,6.0,28.0,88.0,48.0,1007.8,1006.2,20.6,28.0,1,0
2,12.2,29.7,0.0,13,30.0,11,12,9.0,19.0,57.0,32.0,1014.4,1012.5,18.0,28.0,0,0
2,14.8,32.8,0.0,12,30.0,1,6,11.0,9.0,55.0,24.0,1017.5,1013.6,21.3,30.6,0,0
2,15.0,35.8,0.0,13,46.0,0,7,4.0,17.0,46.0,13.0,1014.9,1011.5,23.3,34.9,0,0
